Board_State,Best_Move
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', 'O', '-', '-'], ['-', '-', 'O', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'X', 'X', 'O', '-', '-'], ['-', '-', 'O', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'O', '-', '-', '-', '-'], ['-', '-', 'X', 'X', 'O', '-', '-'], ['-', '-', 'O', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-'], ['-', '-', 'X', 'X', 'O', '-', '-'], ['-', '-', 'O', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 5
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-'], ['-', '-', 'X', 'X', 'O', '-', '-'], ['-', '-', 'O', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-'], ['-', '-', 'X', 'X', 'O', '-', '-'], ['-', '-', 'O', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 3
"[['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-'], ['-', '-', 'X', 'X', 'O', '-', '-'], ['-', '-', 'O', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 4
"[['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'X', 'X', '-', '-'], ['-', '-', 'X', 'X', 'O', '-', '-'], ['-', '-', 'O', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 5
"[['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'X', 'X', '-', '-'], ['-', '-', 'X', 'X', 'O', 'O', '-'], ['-', '-', 'O', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 5
"[['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'X', 'X', 'X', '-'], ['-', '-', 'X', 'X', 'O', 'O', '-'], ['-', '-', 'O', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 6
"[['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'X', 'X', 'X', '-'], ['-', '-', 'X', 'X', 'O', 'O', '-'], ['-', '-', 'O', 'O', 'X', 'O', 'O'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 6
"[['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'X', 'X', 'X', '-'], ['-', '-', 'X', 'X', 'O', 'O', 'X'], ['-', '-', 'O', 'O', 'X', 'O', 'O'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 6
"[['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O'], ['-', '-', 'X', 'X', 'O', 'O', 'X'], ['-', '-', 'O', 'O', 'X', 'O', 'O'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 5
"[['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', 'X', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O'], ['-', '-', 'X', 'X', 'O', 'O', 'X'], ['-', '-', 'O', 'O', 'X', 'O', 'O'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 5
"[['-', '-', '-', 'O', '-', 'O', '-'], ['-', '-', '-', 'X', '-', 'X', '-'], ['-', '-', 'O', 'X', 'X', 'X', 'O'], ['-', '-', 'X', 'X', 'O', 'O', 'X'], ['-', '-', 'O', 'O', 'X', 'O', 'O'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 6
"[['-', '-', '-', 'O', '-', 'O', '-'], ['-', '-', '-', 'X', '-', 'X', 'X'], ['-', '-', 'O', 'X', 'X', 'X', 'O'], ['-', '-', 'X', 'X', 'O', 'O', 'X'], ['-', '-', 'O', 'O', 'X', 'O', 'O'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 4
"[['-', '-', '-', 'O', '-', 'O', '-'], ['-', '-', '-', 'X', 'O', 'X', 'X'], ['-', '-', 'O', 'X', 'X', 'X', 'O'], ['-', '-', 'X', 'X', 'O', 'O', 'X'], ['-', '-', 'O', 'O', 'X', 'O', 'O'], ['-', '-', 'O', 'X', 'X', 'X', 'O']]",drop 6
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', 'O', '-', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', 'X', '-', '-'], ['-', '-', '-', 'X', 'O', '-', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'O', '-', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'O', '-', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'O', '-', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'X', '-', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'O', '-', '-']]",drop 5
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'X', '-', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'O', 'O', '-']]",drop 5
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'X', '-', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', 'X', '-'], ['-', '-', 'O', 'X', 'O', 'O', '-']]",pop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'X', '-', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', '-', 'X', '-'], ['-', '-', 'O', 'X', 'X', 'O', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'X', '-', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', 'X', '-'], ['-', '-', 'O', 'X', 'X', 'O', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'X', '-', '-', '-', '-'], ['-', '-', 'O', 'X', 'O', '-', '-'], ['-', '-', 'X', 'O', 'X', 'X', '-'], ['-', '-', 'O', 'X', 'X', 'O', '-']]",pop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', '-', '-', '-'], ['-', '-', 'O', 'X', '-', '-', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', '-', '-', '-'], ['-', '-', 'O', 'X', 'O', '-', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'O', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'O', '-', '-']]",drop 5
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', '-', '-'], ['-', '-', 'O', 'X', 'O', 'X', '-']]",drop 5
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'O', 'X', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', 'X', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'O', 'X', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'O', 'O', '-', '-', '-'], ['-', '-', 'X', 'X', '-', '-', '-'], ['-', '-', 'X', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'O', 'X', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'O', 'O', '-', '-', '-'], ['-', '-', 'X', 'X', 'X', '-', '-'], ['-', '-', 'X', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'O', 'X', '-']]",drop 5
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'O', 'O', '-', '-', '-'], ['-', '-', 'X', 'X', 'X', 'O', '-'], ['-', '-', 'X', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'O', 'X', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'O', 'O', 'X', '-', '-'], ['-', '-', 'X', 'X', 'X', 'O', '-'], ['-', '-', 'X', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'O', 'X', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', 'O', '-', '-'], ['-', '-', 'O', 'O', 'X', '-', '-'], ['-', '-', 'X', 'X', 'X', 'O', '-'], ['-', '-', 'X', 'O', 'X', 'O', '-'], ['-', '-', 'O', 'X', 'O', 'X', '-']]",drop 1
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', 'O', '-', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', 'X', '-', '-'], ['-', '-', '-', 'X', 'O', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', 'X', '-', '-'], ['-', '-', '-', 'X', 'O', '-', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', 'X', '-', '-'], ['-', '-', 'X', 'X', 'O', '-', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'O', 'X', '-', '-'], ['-', '-', 'X', 'X', 'O', '-', '-']]",drop 1
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'O', 'X', '-', '-'], ['-', 'X', 'X', 'X', 'O', '-', '-']]",drop 0
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 1
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 1
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', 'O', '-', 'X', '-', '-', '-'], ['-', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', 'O', 'X', 'X', '-', '-', '-'], ['-', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 2
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'O', 'O', '-', '-', '-'], ['-', 'O', 'X', 'X', '-', '-', '-'], ['-', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 0
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', 'O', 'O', '-', '-', '-'], ['-', 'O', 'X', 'X', '-', '-', '-'], ['X', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 1
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', 'O', 'O', 'O', '-', '-', '-'], ['-', 'O', 'X', 'X', '-', '-', '-'], ['X', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",pop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', 'O', 'O', '-', '-', '-', '-'], ['-', 'O', 'X', 'O', '-', '-', '-'], ['X', 'X', 'O', 'X', 'X', '-', '-'], ['O', 'X', 'X', 'O', 'O', '-', '-']]",pop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', 'O', 'O', '-', '-', '-', '-'], ['-', 'O', 'X', '-', '-', '-', '-'], ['X', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', 'O', 'O', '-', '-', '-', '-'], ['-', 'O', 'X', '-', 'X', '-', '-'], ['X', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 1
"[['-', '-', '-', '-', '-', '-', '-'], ['-', 'O', '-', '-', '-', '-', '-'], ['-', 'O', 'O', '-', '-', '-', '-'], ['-', 'O', 'X', '-', 'X', '-', '-'], ['X', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 1
"[['-', 'X', '-', '-', '-', '-', '-'], ['-', 'O', '-', '-', '-', '-', '-'], ['-', 'O', 'O', '-', '-', '-', '-'], ['-', 'O', 'X', '-', 'X', '-', '-'], ['X', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 4
"[['-', 'X', '-', '-', '-', '-', '-'], ['-', 'O', '-', '-', '-', '-', '-'], ['-', 'O', 'O', '-', 'O', '-', '-'], ['-', 'O', 'X', '-', 'X', '-', '-'], ['X', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 2
"[['-', 'X', '-', '-', '-', '-', '-'], ['-', 'O', 'X', '-', '-', '-', '-'], ['-', 'O', 'O', '-', 'O', '-', '-'], ['-', 'O', 'X', '-', 'X', '-', '-'], ['X', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', '-', '-']]",drop 5
"[['-', 'X', '-', '-', '-', '-', '-'], ['-', 'O', 'X', '-', '-', '-', '-'], ['-', 'O', 'O', '-', 'O', '-', '-'], ['-', 'O', 'X', '-', 'X', '-', '-'], ['X', 'X', 'O', 'O', 'X', '-', '-'], ['O', 'X', 'X', 'X', 'O', 'O', '-']]",drop 5
"[['-', 'X', '-', '-', '-', '-', '-'], ['-', 'O', 'X', '-', '-', '-', '-'], ['-', 'O', 'O', '-', 'O', '-', '-'], ['-', 'O', 'X', '-', 'X', '-', '-'], ['X', 'X', 'O', 'O', 'X', 'X', '-'], ['O', 'X', 'X', 'X', 'O', 'O', '-']]",drop 5
"[['-', 'X', '-', '-', '-', '-', '-'], ['-', 'O', 'X', '-', '-', '-', '-'], ['-', 'O', 'O', '-', 'O', '-', '-'], ['-', 'O', 'X', '-', 'X', 'O', '-'], ['X', 'X', 'O', 'O', 'X', 'X', '-'], ['O', 'X', 'X', 'X', 'O', 'O', '-']]",drop 0
"[['-', 'X', '-', '-', '-', '-', '-'], ['-', 'O', 'X', '-', '-', '-', '-'], ['-', 'O', 'O', '-', 'O', '-', '-'], ['X', 'O', 'X', '-', 'X', 'O', '-'], ['X', 'X', 'O', 'O', 'X', 'X', '-'], ['O', 'X', 'X', 'X', 'O', 'O', '-']]",drop 0
"[['-', 'X', '-', '-', '-', '-', '-'], ['-', 'O', 'X', '-', '-', '-', '-'], ['O', 'O', 'O', '-', 'O', '-', '-'], ['X', 'O', 'X', '-', 'X', 'O', '-'], ['X', 'X', 'O', 'O', 'X', 'X', '-'], ['O', 'X', 'X', 'X', 'O', 'O', '-']]",drop 6
"[['-', 'X', '-', '-', '-', '-', '-'], ['-', 'O', 'X', '-', '-', '-', '-'], ['O', 'O', 'O', '-', 'O', '-', '-'], ['X', 'O', 'X', '-', 'X', 'O', '-'], ['X', 'X', 'O', 'O', 'X', 'X', '-'], ['O', 'X', 'X', 'X', 'O', 'O', 'X']]",drop 0
"[['-', 'X', '-', '-', '-', '-', '-'], ['O', 'O', 'X', '-', '-', '-', '-'], ['O', 'O', 'O', '-', 'O', '-', '-'], ['X', 'O', 'X', '-', 'X', 'O', '-'], ['X', 'X', 'O', 'O', 'X', 'X', '-'], ['O', 'X', 'X', 'X', 'O', 'O', 'X']]",drop 5
"[['-', 'X', '-', '-', '-', '-', '-'], ['O', 'O', 'X', '-', '-', '-', '-'], ['O', 'O', 'O', '-', 'O', 'X', '-'], ['X', 'O', 'X', '-', 'X', 'O', '-'], ['X', 'X', 'O', 'O', 'X', 'X', '-'], ['O', 'X', 'X', 'X', 'O', 'O', 'X']]",drop 5
"[['-', 'X', '-', '-', '-', '-', '-'], ['O', 'O', 'X', '-', '-', 'O', '-'], ['O', 'O', 'O', '-', 'O', 'X', '-'], ['X', 'O', 'X', '-', 'X', 'O', '-'], ['X', 'X', 'O', 'O', 'X', 'X', '-'], ['O', 'X', 'X', 'X', 'O', 'O', 'X']]",pop 1
"[['-', '-', '-', '-', '-', '-', '-'], ['O', 'X', 'X', '-', '-', 'O', '-'], ['O', 'O', 'O', '-', 'O', 'X', '-'], ['X', 'O', 'X', '-', 'X', 'O', '-'], ['X', 'O', 'O', 'O', 'X', 'X', '-'], ['O', 'X', 'X', 'X', 'O', 'O', 'X']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 3
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-']]",drop 4
"[['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', '-', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', '-', '-', '-'], ['-', '-', '-', 'O', '-', '-', '-'], ['-', '-', '-', 'X', 'X', '-', '-']]",drop 5
